timestamp (us),gx (d/s),gy (d/s),gz (d/s)
10182509,0.43,0.12,0.06
10188705,0,0.24,0.12
10194912,-0.24,0.31,0.18
10202161,-0.37,0.24,0.18
10208963,-0.06,0.24,0
10215165,0.12,0.18,0
10220986,0.24,0.06,0
10226801,0.31,-0.12,-0.06
10234068,0.24,-0.37,0
10239896,0.24,-0.31,0.06
10245720,0.12,-0.12,0.12
10251543,0.06,0.18,0.18
10257376,-0.06,0.37,0.18
10264196,-0.12,0.37,0.12
10271491,0,0.24,-0.06
10277325,0.12,0.06,-0.12
10283167,0.37,-0.06,0.12
10289020,0.24,0,0.06
10294872,0.12,0.12,-0.06
10300722,0,0.12,-0.06
10308047,-0.18,-0.12,0.06
10313914,-0.18,-0.12,0
10320758,-0.18,-0.12,0
10326611,-0.12,0,-0.06
10332482,0,0.18,-0.06
10338423,0.18,0.49,-0.06
10346013,0.12,0.43,-0.12
10352050,0.06,0.24,-0.06
10358092,-0.12,-0.24,-0.06
10364137,-0.06,-0.43,0
10370178,0,-0.43,0
10377205,0.12,-0.31,0
10384891,0.31,0.12,-0.18
10391092,0.31,0.24,-0.18
10397290,0.18,0.24,-0.12
10403486,-0.06,0.18,0.06
10409665,-0.06,0.24,0.06
10415848,-0.12,0.12,0.06
10423681,-0.06,-0.24,0.18
10438132,0.31,-0.24,0.06
10444305,0.43,0,0.06
10450492,0.37,0.06,0.06
10456682,0.37,0.18,0.06
10462877,0,0.12,0.06
10470039,-0.18,0,0.12
10476179,-0.43,-0.12,0.12
10482326,-0.49,-0.24,0.06
10489459,-0.12,-0.49,-0.24
10495590,0.18,-0.49,-0.31
10501744,0.43,-0.31,-0.24
10508879,0.55,0.12,0.06
10514978,0.31,0.18,0.06
10532131,-0.37,-0.06,0.31
10538332,-0.18,0.06,0.37
10544706,0,-0.06,0.18
10551343,0.31,-0.12,0.06
10557193,0.61,-0.06,-0.06
10563030,0.61,0.24,-0.06
10568887,0.49,0.43,0.06
10574722,0.31,0.55,0
10580582,0.06,0.43,-0.06
10587309,-0.24,0.24,-0.06
10593184,-0.12,-0.31,-0.12
10599638,0.06,-0.43,-0.24
10605501,0.31,-0.49,-0.31
10611379,0.37,-0.31,-0.12
10617261,0.43,-0.06,0.06
10624028,0,0.43,0.12
10629918,-0.12,0.49,0.06
10635811,-0.12,0.43,0.12
10641709,0,0.31,0.12
10647607,0.06,0.12,-0.06
10654077,0.06,-0.18,-0.12
10660912,0.06,-0.12,-0.06
10666887,0.06,-0.06,0
10672864,0.12,0,-0.06
10678820,0.18,0,-0.06
10689393,0,-0.12,0.12
10695353,-0.18,-0.18,0.18
10708246,-0.12,0.06,0.12
10714281,0.06,0,0.12
10720180,0.06,-0.06,0.12
10726081,0.06,-0.12,0.06
10731982,-0.06,-0.18,0.12
10737885,-0.18,0.12,0.24
10744675,-0.18,0.18,0.12
10750588,-0.12,0.18,0
10756495,-0.06,0.12,-0.06
10762994,0.12,-0.18,0.06
10768856,0.18,-0.24,0.06
10774777,0.37,-0.18,0
10781543,0.37,-0.18,-0.06
10787379,0.31,-0.12,0.06
10793225,0.18,-0.18,0.18
10799071,0.31,-0.06,0.12
10804914,0.37,0.18,0.06
10811622,0.37,0.43,0
10818059,0.06,0.49,0
10823901,-0.12,0.37,0.18
10829760,-0.24,0.12,0.31
10835617,-0.24,-0.12,0.18
10841486,-0.31,-0.31,0
10848214,-0.24,-0.43,-0.24
10854090,-0.06,-0.24,-0.12
10859960,0.12,-0.12,0
10865845,0.18,0,0
10872361,0.18,0.12,0
10878351,0.06,0.24,0.06
10885292,-0.06,0.12,0
10891301,0,-0.06,-0.06
10897317,0.06,-0.24,-0.12
10903334,0.31,-0.43,-0.06
10909353,0.24,-0.37,-0.06
10915380,0.18,-0.24,-0.06
10922351,0.18,-0.06,-0.12
10928962,0,0.06,-0.12
10934977,0,0.12,-0.18
10941014,0,0.24,-0.12
10947048,0.06,0.37,0
10953083,0.12,0.18,0.18
10960080,0.24,0,0.18
10966124,0.24,-0.18,0.12
10972178,0.12,-0.31,0
10978233,0,-0.18,-0.18
10984871,0.06,0,-0.18
10990919,0.12,0.18,0.06
10997949,-0.06,0.06,0.31
11004019,-0.18,-0.12,0.18
11010089,-0.18,-0.24,0.06
11016168,-0.06,-0.18,0
11022251,0.06,-0.12,0.06
11029301,0.06,-0.18,-0.06
11035966,-0.06,-0.18,-0.12
11042035,-0.06,-0.12,0
11048134,0,0.12,0
11054221,0.12,0.24,-0.06
11060319,0.24,0.31,-0.06
11067400,0.18,0.31,0.06
11073495,0.06,0.18,0.06
11079599,0,0.06,0
11085701,0.06,0,-0.12
11092389,0.18,-0.12,-0.12
11098484,0.31,-0.18,-0.12
11105582,0.31,-0.24,-0.12
11111705,0.31,-0.31,-0.12
11117826,0.31,0,-0.18
11123953,0.31,0.24,-0.12
11130086,0.18,0.37,0
11136219,0.06,0.37,0
11144343,-0.06,0.18,-0.12
11150464,0,0,-0.18
11156600,0.06,-0.06,-0.12
11162742,0,-0.43,-0.18
11168887,-0.06,-0.49,-0.18
11175035,0,-0.37,-0.12
11182192,0,-0.12,-0.12
11188353,0.06,0.43,-0.06
11195495,0.12,0.67,-0.06
11201639,0.24,0.73,-0.06
11207810,0.55,0.37,-0.06
11213975,0.98,0.12,-0.12
11221166,1.59,-0.12,-0.24
11227352,2.32,0,-0.37
11233526,4.09,1.04,-1.04
11239706,4.94,1.83,-1.28
11246882,5.92,2.62,-1.16
11253061,8.54,4.39,-0.98
11260283,10.44,5.31,-1.59
11266481,12.82,6.29,-2.32
11272672,15.5,8.06,-2.87
11278879,20.94,12.57,-2.5
11285089,23.44,14.65,-2.01
11292340,25.27,16.24,-1.65
11299138,27.16,16.36,-1.89
11304950,27.53,15.26,-2.69
11310763,27.83,13.98,-3.6
11316582,28.02,11.84,-4.39
11330536,28.14,3.97,-5.8
11337215,26.55,1.22,-5.92
11343063,17.4,-4.76,-5
11348903,10.56,-6.53,-4.58
11355327,3.85,-6.35,-4.33
11361165,-1.1,-3.78,-3.85
11367021,-3.6,-0.55,-2.69
11373730,-0.92,4.76,0.92
11379586,2.93,6.16,1.77
11385447,6.9,6.53,1.28
11391309,9.16,5.25,0.24
11397182,8.48,2.26,-0.67
11403912,1.59,-6.77,-1.1
11410360,-0.92,-9.89,-0.85
11416226,-2.26,-11.11,-0.55
11422116,-2.69,-11.11,0
11427997,-1.28,-9.77,0.85
11433883,0.12,-9.03,0.67
11440643,1.59,-8.06,-0.24
11446534,3.11,-6.77,-1.34
11452426,4.33,-5.8,-2.26
11458319,5.13,-5.19,-2.26
11464800,5.37,-5.07,-1.95
11470690,5.74,-4.33,-1.77
11477474,6.53,-3.36,-1.71
11483384,6.59,0.43,-1.28
11489292,5.37,3.17,-0.98
11495211,4.46,6.1,-0.73
11501137,4.94,8.85,-0.43
11507953,6.47,12.63,0.43
11513883,5.37,13.37,0.61
11520387,3.66,12.88,0.24
11526302,2.08,10.93,-0.61
11532245,0.92,7.75,-1.28
11538187,0.37,1.59,-0.61
11545023,0.37,-0.18,0.49
11550970,0.24,-1.22,1.34
11556911,0.61,-1.71,1.59
11562865,3.6,-1.59,0.49
11568816,4.88,-1.4,-0.24
11575511,5.25,-1.22,-0.79
11582612,5.07,-1.1,-1.22
11588736,3.85,-2.08,-1.59
11594884,2.44,-3.3,-1.65
11601013,0.31,-4.21,-1.77
11607151,-1.59,-3.97,-1.95
11613321,-0.43,0.06,-2.14
11620469,2.5,2.75,-1.77
11627211,5.92,4.7,-1.16
11633345,11.29,5.98,0.06
11639497,12.02,5.68,0.37
11645694,11.23,5.07,0.49
11652908,6.41,3.78,1.16
11659087,3.91,3.54,1.46
11665276,2.32,3.97,1.59
11671085,1.59,4.64,1.53
11678263,1.04,4.46,1.34
11684447,0.73,3.42,1.16
11691679,0.67,2.26,0.98
11697494,0.61,1.16,0.73
11703685,-0.73,-0.67,0.31
11709508,-1.77,-1.22,-0.12
11715716,-2.56,-1.16,-0.67
11721538,-2.99,-0.67,-1.04
11729804,-2.32,0.92,-0.92
11736008,-1.77,1.95,-0.73
11742214,-0.92,2.99,-0.55
11748420,1.83,4.88,-0.37
11754622,2.75,5.37,-0.55
11760823,2.69,4.94,-0.67
11768067,0.55,1.89,-0.61
11773874,-0.06,0.85,-0.43
11781075,0.18,0.67,-0.31
11787243,0.92,1.04,-0.31
11793395,1.83,1.59,-0.67
11800539,1.22,1.4,-0.61
11806685,-0.18,1.1,-0.43
11812846,-5.13,-0.24,0
11819011,-8.36,-1.22,0.49
11825180,-11.35,-1.95,1.04
11832342,-13.55,-2.08,1.59
11839606,-15.14,-1.59,2.38
11845468,-15.14,-2.01,2.44
11851326,-14.53,-3.17,2.14
11857190,-12.88,-4.88,1.59
11863052,-7.2,-9.58,0.49
11868922,-4.39,-12.27,-0.06
11881717,-0.06,-18.07,-1.59
11889051,2.14,-22.4,-2.2
11895245,2.75,-23.93,-2.08
11901449,3.36,-25.63,-1.83
11907656,5.86,-31.43,-1.53
11914907,7.57,-35.52,-1.59
11921119,9.28,-39.61,-1.89
11926934,10.19,-43.33,-2.14
11932749,10.19,-49.44,-2.62
11938564,9.64,-52.61,-2.81
11945372,9.03,-56.09,-2.93
11952643,8.06,-61.71,-3.3
11958468,7.93,-63.17,-3.48
11964295,7.81,-63.78,-3.66
11970131,7.45,-63.72,-3.97
11975972,7.02,-62.93,-4.21
11983273,5.98,-59.88,-4.33
11989115,5.13,-57.62,-4.33
11994967,3.78,-55.24,-4.21
12001802,2.2,-53.41,-4.15
12007641,0.61,-51.27,-3.3
12013493,1.22,-50.78,-2.69
12020812,2.26,-50.9,-2.2
12026672,3.42,-51.45,-2.08
12032529,4.21,-52.37,-2.5
12038399,4.15,-53.71,-3.66
12044273,4.09,-54.08,-3.66
12050145,3.97,-53.71,-3.36
12058491,2.14,-51.03,-2.01
12064369,0.92,-49.26,-1.4
12070257,0.31,-47.61,-0.92
12076145,0.55,-46.39,-0.79
12082042,1.16,-45.47,-0.85
12089421,3.3,-43.15,-1.71
12095313,4.7,-41.38,-2.2
12101216,6.16,-39.55,-2.56
12107121,7.51,-38.15,-2.87
12114020,8.91,-37.05,-3.54
12127962,6.23,-32.47,-3.3
12134779,4.76,-30.09,-2.62
12140707,3.72,-28.2,-1.89
12146639,3.54,-26.25,-1.28
12152574,3.6,-23.93,-1.04
12158514,3.3,-17.82,-1.59
12166336,2.99,-15.26,-1.95
12172277,2.99,-13.55,-2.08
12178229,3.36,-12.02,-2.14
12184185,3.3,-11.54,-2.14
12190146,3.23,-10.56,-2.01
12196108,3.48,-9.03,-1.65
12202917,4.64,-5.13,-0.67
12208753,4.82,-4.03,-0.37
12214592,4.58,-3.48,-0.18
12221019,3.85,-3.36,-0.12
12226857,2.81,-3.6,-0.06
12233561,0.61,-5.19,0.37
12239417,0.49,-6.29,0.49
12245273,0.92,-7.26,0.31
12251133,1.53,-7.81,0.18
12256998,1.95,-7.75,0.12
12262875,2.32,-5.92,0.55
12269619,2.26,-4.52,0.85
12276077,2.01,-3.72,1.04
12281947,1.53,-3.91,1.16
12287835,0.43,-5.62,1.4
12293720,0.43,-5.92,1.59
12299602,0.73,-5.68,1.65
12306369,1.04,-5.31,1.34
12312268,0.79,-4.88,1.1
12318168,0.37,-4.46,0.85
12324073,0.92,-4.76,0.55
12330556,1.71,-5.25,0.18
12337343,2.32,-5.49,-0.12
12343256,1.83,-5.31,-0.67
12349173,0.61,-5.25,-0.92
12355094,-0.43,-5.13,-0.92
12361015,-0.85,-4.82,-0.67
12366942,-0.18,-4.39,0.24
12373765,1.89,-3.97,2.69
12379697,2.08,-3.97,3.36
12386210,1.59,-4.15,3.48
12392138,1.04,-4.58,3.23
12398081,0.85,-5.86,3.05
12404988,1.46,-6.29,3.05
12411058,2.2,-6.35,3.17
12417131,2.87,-6.16,3.11
12423206,4.52,-4.76,2.62
12429229,5.25,-3.6,2.32
12435226,5.25,-2.08,2.08
12443133,2.93,0.85,2.08
12449134,1.4,1.77,2.38
12455105,0.06,1.89,2.87
12461084,-0.79,1.59,3.17
12467060,-1.04,0.79,3.36
12473039,-0.06,-1.04,2.99
12479948,0.98,-1.95,2.56
12485940,1.95,-2.69,2.08
12491930,2.5,-3.11,1.83
12498503,2.32,-3.85,1.95
12504492,2.2,-3.97,2.08
12511413,2.01,-3.66,2.26
12517413,1.95,-3.42,2.5
12523418,2.26,-2.81,3.36
12529431,2.14,-2.38,3.72
12535437,1.77,-1.71,3.97
12541455,1.53,-0.55,3.91
12548405,1.77,1.4,3.54
12555004,1.53,1.4,3.48
12561021,0.85,1.1,3.6
12567063,0.18,0.55,3.85
12573115,-0.43,-0.43,3.54
12580121,-0.73,-0.67,3.23
12586179,-0.98,-0.79,3.05
12592239,-0.92,-0.92,3.05
12598307,-0.67,-1.28,3.11
12604373,-0.61,-1.04,3.05
12611023,-0.12,-0.37,3.05
12618058,2.5,1.04,3.23
12624136,4.46,1.16,3.36
12630212,6.16,0.79,3.3
12636297,6.84,0.43,2.87
12642385,6.1,0.43,2.44
12648468,1.71,2.2,2.75
12655521,-0.31,3.36,3.17
12662190,-1.28,4.21,3.42
12668278,-0.67,4.52,3.91
12674375,0.37,4.27,4.21
12680474,1.34,4.39,4.27
12692394,2.93,4.76,3.97
12698491,3.97,3.66,3.66
12704601,3.97,3.05,3.42
12710741,3.36,2.69,3.36
12717484,2.62,2.62,3.48
12723644,1.28,4.33,3.78
12730831,0.73,5.74,3.85
12736975,0.37,6.77,3.91
12743115,0.24,6.9,4.21
12749262,0.55,5.92,4.33
12755381,1.16,4.76,4.39
12761500,1.95,4.03,4.27
12769590,2.81,4.46,3.91
12775703,2.38,5.74,3.78
12781833,1.71,7.26,3.66
12787964,0.12,8.48,3.48
12794097,-0.37,7.81,3.36
12800230,-0.37,6.77,3.3
12807373,-0.06,5.62,3.23
12813514,0.73,3.17,2.69
12820645,0.92,2.69,2.2
12826783,0.79,2.93,1.89
12832938,-0.31,3.42,1.83
12840098,-0.92,2.75,2.01
12846260,-1.04,1.95,2.26
12852424,-0.49,1.59,2.44
12858587,1.59,2.75,2.26
12864754,2.14,3.48,1.95
12871914,1.95,4.09,1.77
12879103,0.24,5.07,1.83
12885278,-0.49,5.31,2.08
12891459,-0.85,5,2.38
12897639,-0.98,3.3,2.62
12903825,-0.73,2.75,2.62
12910010,0.06,2.69,2.5
12917225,0.79,2.62,2.32
12924004,1.4,2.08,2.14
12937138,1.53,1.16,2.5
12942944,1.71,-0.61,2.56
12948755,1.83,-1.22,2.44
12955403,2.14,-1.34,2.38
12961217,2.44,-1.28,2.5
12967041,2.69,-0.98,2.75
12972870,2.62,0.06,2.99
12979275,2.2,1.1,2.99
12985098,1.34,1.95,3.23
12991856,0.49,2.26,3.42
12997772,0.37,1.83,3.54
13003695,0.92,1.77,3.6
13009617,1.28,1.65,3.91
13015548,1.65,1.34,4.39
13021477,1.65,0.98,4.88
13034257,1.46,0.55,5.37
13040257,1.95,-0.43,5.25
13046123,2.32,-1.59,5.07
13051986,2.32,-2.08,4.7
13057859,1.46,-0.98,4.09
13063735,0.98,0,4.09
13070471,0.55,0.98,4.15
13076347,0.18,1.71,4.33
13082231,-0.12,2.08,4.33
13088723,0.24,1.71,4.46
13094590,0.85,0.92,4.52
13101347,1.28,0.31,4.58
13107242,1.65,-0.12,4.7
13113139,2.38,0.43,4.94
13119042,2.5,0.49,5.13
13124939,2.38,0.24,5.19
13130846,2.14,0.12,4.94
13137632,1.59,-0.24,3.97
13144129,1.59,-0.49,3.42
13150034,1.83,-0.67,3.3
13155995,2.14,-0.98,3.48
13161954,2.38,-1.53,4.03
13167880,2.44,-2.38,4.27
13174727,2.01,-2.75,3.97
13180730,1.46,-3.17,3.66
13186698,1.4,-3.6,3.54
13192671,1.95,-3.97,3.72
13199226,2.08,-3.72,3.85
13205231,2.14,-3.42,3.97
13212160,2.32,-3.11,4.03
13218186,2.44,-2.62,4.21
13224214,2.14,-2.32,4.15
13230244,1.83,-2.62,3.97
13236237,1.77,-2.93,3.78
13243180,2.2,-2.99,3.66
13249223,2.32,-2.38,3.85
13255811,2.01,-1.59,4.09
13261845,1.53,-0.79,4.39
13267861,1.28,0.49,4.21
13273908,1.22,0.49,4.15
13280916,1.22,0,4.21
13286937,1.16,-0.61,4.21
13292994,1.59,-1.77,3.66
13299064,1.65,-2.56,3.42
13305133,1.53,-3.54,3.17
13311745,1.22,-4.15,3.23
13318773,1.34,-4.64,3.6
13324851,1.77,-4.52,3.91
13330928,2.01,-4.15,3.97
13337011,2.08,-3.66,3.97
13343096,2.26,-2.38,4.03
13350146,2.2,-1.95,4.03
13356231,1.59,-1.89,4.03
13362909,-0.61,-2.87,4.33
13368993,-1.04,-3.6,4.7
13375091,-0.31,-4.21,5.13
13381198,1.04,-4.7,5.43
13388287,2.99,-4.39,5.13
13394367,3.48,-3.72,4.52
13400479,3.23,-2.93,4.03
13406557,2.2,-2.08,3.78
13412678,-0.79,-1.04,4.39
13419380,-2.01,-1.28,4.82
13426450,-2.38,-1.83,5.07
13432571,-0.31,-2.81,4.76
13438699,1.1,-2.99,4.33
13444836,2.5,-3.11,3.91
13450972,3.78,-3.17,3.42
13458106,4.52,-2.62,2.87
13464248,4.09,-1.83,2.75
13470978,3.48,-1.1,2.69
13477117,2.69,-0.79,2.56
13483271,-0.12,-0.73,2.62
13489397,-1.1,-0.31,2.87
13496517,-0.85,0.18,3.05
13502679,0.61,0.98,3.17
13508840,1.28,1.1,2.99
13515007,2.01,0.85,2.81
13522136,2.93,0,2.62
13528301,4.09,-2.44,2.87
13535495,3.48,-3.17,3.17
13541671,2.44,-3.23,3.36
13547858,0.43,-2.26,3.3
13554042,0.31,-1.89,3.42
13560238,0.55,-1.77,3.85
13566433,1.28,-1.83,4.15
13574600,4.7,-1.53,4.21
13580749,5.92,-1.34,4.21
13586954,5.37,-1.16,4.39
13593126,1.53,-0.12,5.07
13598946,0.61,0.12,5
13606212,0.73,0.18,4.58
13612033,1.46,0.43,3.97
13617861,3.54,0.79,2.87
13623691,4.39,0.73,2.5
13630512,4.94,0.92,2.32
13636337,5.07,1.16,2.2
13643639,3.11,1.22,2.5
13649475,1.77,0.67,2.93
13655322,1.16,0.12,3.36
13661170,1.04,-0.12,3.66
13667024,1.53,0,3.91
13672878,4.03,0.12,3.97
13680206,5.19,-0.37,3.91
13687064,5.68,-0.98,3.78
13692924,5.62,-1.53,3.72
13698793,5.68,-1.4,3.72
13704660,5.62,-1.04,3.6
13712018,5.19,-0.92,3.48
13717900,3.97,-0.98,3.48
13731710,3.11,-1.83,3.91
13738187,3.23,-2.08,3.85
13744080,3.42,-1.95,3.72
13749982,3.42,-1.95,3.72
13756762,3.17,-2.14,3.78
13762671,2.32,-1.53,3.72
13768584,2.08,-0.49,3.48
13774492,1.77,0.55,3.48
13780406,1.22,1.46,3.48
13786325,0.73,1.89,3.66
13794129,1.1,1.89,3.72
13800036,1.71,1.65,3.66
13805967,2.2,0.73,3.72
13811895,2.69,-0.92,3.85
13817827,3.78,-4.27,4.15
13823759,4.15,-4.7,4.27
13830587,4.21,-4.15,4.39
13836526,4.15,-3.42,4.46
13842438,4.15,-2.01,4.33
13848942,4.27,-1.59,4.03
13854875,4.52,-1.59,3.72
13861701,4.94,-1.65,3.6
13867654,4.88,-1.83,3.85
13873588,4.21,-1.65,4.15
13879552,3.3,-1.46,4.46
13885518,2.2,-1.28,4.64
13891480,1.34,-1.28,4.82
13898356,1.46,-1.34,4.94
13904908,2.44,-1.04,4.76
13910869,3.23,-0.79,4.58
13916852,3.54,-0.37,4.52
13922811,3.48,-0.18,4.46
13928797,3.66,-0.49,4.39
13935683,4.21,-0.92,4.15
13941671,4.58,-1.53,3.91
13947662,3.23,-2.01,3.42
13953663,2.14,-1.59,3.3
13960239,1.46,-0.92,3.23
13967152,1.34,-0.61,3.23
13973168,2.08,-0.85,3.6
13979179,2.44,-0.98,3.97
13985196,2.62,-1.04,4.33
13991219,2.69,-0.85,4.64
13997248,2.38,-0.43,4.94
14004216,1.95,1.1,5.8
14010247,2.44,1.53,5.98
14016856,3.17,1.46,5.8
14022882,4.03,0.06,5.13
14028924,3.97,-0.98,4.7
14034962,3.78,-2.2,4.33
14041966,3.48,-3.6,4.15
14048017,3.3,-5.31,4.27
14054066,3.66,-5.19,4.27
14060124,4.21,-4.46,4.27
14066190,4.46,-3.72,4.33
14072832,3.54,-2.32,4.82
14079857,2.81,-1.77,5
14085923,2.5,-1.22,5
14091990,2.32,-0.92,4.82
14098065,1.65,-0.61,4.58
14104147,1.53,-0.31,4.33
14111206,1.46,0.12,4.33
14117296,1.46,0.24,4.33
14123966,2.08,-0.24,4.88
14130044,2.56,-1.1,5.13
14136146,3.17,-1.83,5
14142251,3.78,-2.26,4.88
14149424,4.39,-1.28,4.64
14155381,3.72,-0.12,4.46
14161343,2.5,0.73,4.46
14167318,1.22,1.4,4.64
14173290,0.67,1.46,5.68
14180256,1.34,1.1,6.04
14193384,3.11,-0.67,5.25
14199833,2.62,-1.1,5.07
14205738,1.95,-1.16,5.07
14211646,1.83,-0.79,5.07
14217552,2.75,0.24,5.49
14223369,2.75,0.49,5.62
14229205,2.26,0.79,5.68
14235971,1.71,0.98,5.68
14241794,1.22,1.34,5.62
14247621,1.04,1.83,5.62
14253812,1.04,1.89,6.04
14261033,0.73,1.34,6.71
14267236,0.67,0.12,7.2
14273436,2.26,-1.46,7.14
14279640,3.78,-1.46,6.84
14285851,4.7,-1.1,6.53
14292638,3.3,-0.24,5.8
14299886,2.2,0.37,5.43
14305693,1.65,1.22,5.19
14311504,1.89,2.01,5
14317315,2.26,2.5,5.07
14323131,2.08,2.87,5.68
14328950,1.89,2.99,6.04
14336231,2.32,2.81,6.23
14342066,2.99,2.44,6.29
14348887,3.78,1.22,6.16
14354710,3.6,0.31,6.23
14360546,3.42,-0.61,6.41
14366383,3.6,-1.1,6.35
14372232,4.46,-0.98,6.16
14378079,4.82,-0.73,5.62
14383931,4.03,-0.79,5.37
14389785,2.99,-0.55,5.25
14395641,2.14,-0.24,5
14403959,1.46,-0.55,5.07
14409818,1.65,-0.98,5.43
14415686,2.08,-1.1,5.74
14421555,2.87,-0.85,5.86
14427432,4.03,-0.12,5.68
14433455,3.91,0.31,5.62
14441045,3.48,1.04,5.55
14447087,2.99,1.71,5.55
14453135,2.44,2.75,5.86
14460164,2.38,2.93,6.1
14466207,2.99,2.93,6.16
14472262,4.03,2.99,5.98
14480037,4.88,2.56,5.49
14486242,4.09,2.01,5.07
14492449,1.71,0.73,4.46
14498654,0.61,0.06,4.7
14504857,-0.49,-0.37,5.31
14513698,-2.08,-0.43,6.47
14527864,0.61,-0.85,6.53
14534051,2.01,-1.16,6.35
14540245,2.81,-1.34,6.04
14546435,3.17,-1.1,5.8
14552623,3.48,-0.31,5.55
14559852,3.85,-0.49,5.62
14566628,4.58,-1.16,5.92
14572821,4.88,-3.23,6.65
14578968,4.39,-4.03,6.96
14585118,4.27,-4.03,7.26
14591273,4.58,-2.81,7.45
14598356,5.68,0.49,7.45
14604456,5.74,1.46,7.32
14610554,5.43,2.01,7.14
14628306,4.03,1.59,6.53
14634459,3.85,0.92,6.59
14641022,3.97,0.18,6.71
14646835,4.39,-0.06,6.84
14652666,5.19,0.61,6.71
14658505,4.94,0.67,6.47
14664344,4.21,0.43,6.35
14670176,3.42,-0.31,6.23
14676892,2.69,-1.22,6.29
14683322,2.38,-1.22,6.41
14693393,2.69,-0.31,6.71
14699258,2.38,-0.18,6.96
14705124,1.83,-0.06,7.39
14710990,1.59,0.49,7.69
14717716,2.69,2.2,7.87
14723596,3.23,2.87,7.75
14729475,3.54,3.05,7.45
14735942,3.66,2.32,7.2
14741824,3.66,1.34,7.14
14747714,3.85,-0.79,7.26
14754492,4.15,-1.65,6.96
14760384,4.27,-2.32,6.77
14766279,4.03,-2.5,6.59
14772182,3.36,-2.56,6.65
14778093,2.26,-1.77,7.14
14784807,2.26,-0.85,7.32
14791228,2.62,0.31,7.51
14797084,3.11,1.22,7.39
14802934,3.42,0.98,6.77
14808785,3.54,0.55,6.59
14814643,3.91,0.18,6.59
14821427,3.97,-0.24,6.71
14827331,2.99,-0.73,7.2
14833199,2.5,-0.79,7.39
14839068,2.08,-1.16,7.45
14845512,2.08,-1.59,7.2
14851363,2.38,-1.77,6.96
14858088,3.11,-0.98,6.59
14863972,2.99,-0.73,6.47
14869860,2.75,-0.61,6.35
14875749,2.26,-0.55,6.41
14881595,1.71,-0.49,6.59
14888291,1.53,-0.43,6.71
14894142,1.95,-0.31,6.77
14900578,2.44,-0.18,6.96
14906427,2.93,0.18,7.14
14912292,2.93,0.73,7.26
14918162,2.14,0.67,7.32
14924890,1.28,0.55,7.57
14930763,0.73,0.31,7.45
14936644,0.85,0.12,7.2
14942523,2.81,-0.55,6.65
14948403,4.15,-0.92,6.47
14956149,4.94,-1.34,6.47
14962031,5.13,-1.53,6.16
14968042,3.85,-1.16,5.8
14974059,2.87,-0.49,5.92
14980075,2.01,0.79,5.98
14986100,1.53,1.83,5.86
14993066,1.65,2.93,5.62
14999099,2.01,2.87,5.74
15005129,2.38,2.69,5.92
15011743,2.75,2.14,6.29
15017769,3.97,0.06,6.65
15023805,4.33,-0.98,6.71
15030797,4.46,-1.83,6.77
15036848,4.46,-2.2,6.77
15042892,4.15,-1.77,6.47
15048943,3.66,-0.98,6.23
15054999,3.05,0.24,6.1
15063005,2.38,2.44,6.04
15069059,2.44,3.23,6.35
15075126,2.5,3.36,6.53
15081198,2.56,2.5,6.71
15087270,2.44,-0.98,6.59
15093351,2.14,-2.62,6.29
15100393,1.71,-3.72,6.04
15106475,1.46,-4.03,6.04
15112556,1.46,-2.56,6.41
15119227,1.89,-1.4,6.41
15125308,2.5,-0.24,6.23
15132381,3.66,0.92,5.98
15138478,3.72,0.73,6.1
15144577,3.3,0.18,6.29
15150683,2.75,-0.55,6.35
15156789,2.5,-0.85,6.41
15162896,2.81,-0.49,6.53
15170970,2.99,-0.67,6.47
15177072,3.17,-1.22,6.35
15183195,3.23,-2.62,5.98
15189319,3.11,-2.75,5.86
15195443,2.69,-2.69,5.92
15202554,1.83,-2.38,6.23
15208684,1.95,-1.71,6.29
15214823,2.32,-0.61,6.35
15220962,2.56,0.92,6.35
15227684,2.26,2.93,6.04
15233812,2.01,2.99,5.86
15240959,1.83,2.56,5.8
15247113,2.01,1.65,5.68
15253266,2.5,-1.22,5.25
15259420,2.44,-3.05,5.25
15265574,2.44,-5.07,5.49
15271738,2.81,-7.39,5.86
15279901,3.85,-11.47,5.98
15286066,4.09,-12.51,5.98
15292243,3.11,-12.45,6.1
15298415,2.01,-11.72,6.1
15304591,0.92,-10.68,6.23
15311878,0.12,-9.34,6.65
15317738,0.43,-6.9,8.48
15323596,1.22,-5.92,9.89
15329467,2.08,-5.31,11.41
15336320,3.05,-4.88,12.7
15342187,3.97,-4.46,12.94
15354998,4.46,-2.87,9.83
15361351,4.15,-2.56,9.28
15367159,3.91,-2.26,9.22
15372973,4.46,-2.5,10.13
15378785,4.88,-2.81,11.23
15386045,5.13,-2.93,12.51
15392850,4.64,-1.34,14.22
15398660,3.97,-0.06,14.28
15404479,3.54,1.16,14.1
15410298,3.23,2.32,13.98
15423814,3.42,3.54,14.71
15430505,2.93,3.78,14.65
15436345,2.69,4.03,14.47
15442196,2.56,4.09,14.04
15448626,3.54,3.48,13.31
15454471,3.66,2.93,12.63
15460327,3.05,2.2,11.54
15467050,2.38,1.53,10.31
15472919,2.32,1.71,9.77
15478785,2.75,2.44,10.38
15484655,3.23,2.69,11.11
15490528,3.54,2.14,11.47
15497267,3.91,-0.92,11.23
15503722,4.21,-2.87,10.99
15509595,4.64,-5,10.99
